dictionary,dv,segment,lag_k,add_ar1,beta,se_hac_q4,t,p,const,R2,R2_adj,sample_N,sample_start,sample_end,nw_lag_fixed,nw_lag_auto_suggest,lb_m5_p,lb_m10_p,N
LM,psei_ret,F_L,0,False,0.0050501286782517005,0.003540106785736342,1.426546989655645,0.15371051331829985,-0.0019272899284144913,0.030607765664424913,0.0161392248534461,69,2020-01-03,2020-04-17,4,3,0.3575005129707692,0.7020915612833725,69
LM,psei_ret,F_L,1,False,-0.0038778591686089506,0.0020651463442417067,-1.8777648273797503,0.06041334386843707,-0.0017388906785102806,0.0193956891033068,0.004759803866042689,69,2020-01-03,2020-04-17,4,3,0.3535807964628842,0.7201180404351553,69
LM,psei_ret,HP_L,0,False,0.0033014125798324855,0.0025609737374217055,1.28912394984426,0.19735499854754224,-0.001889398823866683,0.013072450389060464,-0.0016578115454313203,69,2020-01-03,2020-04-17,4,3,0.32109676939431003,0.7018116984071382,69
LM,psei_ret,HP_L,1,False,-0.0036903172871035734,0.004034361743418342,-0.9147214656999852,0.36033787241862403,-0.0016930147208539818,0.016262314972045444,0.0015796629567027543,69,2020-01-03,2020-04-17,4,3,0.5017056677292373,0.8217432662646708,69
LM,psei_ret,H_L,0,False,0.003580092110725072,0.0022879888570030717,1.5647331934188111,0.11764548199884121,-0.0019368366762288786,0.01695485762767046,0.002282542069874438,69,2020-01-03,2020-04-17,4,3,0.2938047095121505,0.7016698339660224,69
LM,psei_ret,H_L,1,False,-0.0030148193980226406,0.0034575200785497127,-0.871960055048251,0.3832301694078435,-0.00164271743476735,0.01197493188783183,-0.0027717109198124312,69,2020-01-03,2020-04-17,4,3,0.46482981458273787,0.8042773579462202,69
LM,d_psei_10d_vol_log,F_L,0,False,-0.0030609024851327997,0.023605164759858674,-0.12967087992276846,0.8968268224652486,0.00943427410837382,0.0003477247759072766,-0.015271842024469073,66,2020-01-03,2020-04-17,4,3,0.9905403639105015,0.7470596938683899,66
LM,d_psei_10d_vol_log,F_L,1,False,-0.0005300759835786184,0.017154968939130405,-0.030899268046444404,0.975349873660052,0.009449047932909568,1.1240878601381787e-05,-0.015613583482670501,66,2020-01-03,2020-04-17,4,3,0.9890164336499422,0.7671994244904287,66
LM,d_psei_10d_vol_log,HP_L,0,False,0.02052224781480255,0.025612277521261998,0.8012660255522388,0.42297765487998384,0.00909538847449675,0.015145381708823069,-0.0002429717019765132,66,2020-01-03,2020-04-17,4,3,0.9839905866470315,0.7549946785150597,66
LM,d_psei_10d_vol_log,HP_L,1,False,-0.0009732341797029937,0.022963928533655364,-0.042380996713025205,0.9661949771630404,0.009425321337504882,3.312552686240977e-05,-0.015591356886780261,66,2020-01-03,2020-04-17,4,3,0.9887320292783476,0.7638083928678759,66
LM,d_psei_10d_vol_log,H_L,0,False,0.029351549119797343,0.022678939035355446,1.2942205574096566,0.19558924789204668,0.00872273977006403,0.03462660480664381,0.01954264550674767,66,2020-01-03,2020-04-17,4,3,0.9868782434778407,0.7557772021289358,66
LM,d_psei_10d_vol_log,H_L,1,False,0.010325228465350944,0.019966719794901958,0.5171219194445376,0.605071053195982,0.009126710828591152,0.004230273785709615,-0.01132862818638869,66,2020-01-03,2020-04-17,4,3,0.981685090139899,0.7957422715839647,66
LM,d_psei_30d_vol_log,F_L,0,True,-0.016152728903223626,0.012146062787764624,-1.3298736541601885,0.18355990315363868,0.021058779927823068,0.07170715165950214,0.03969705344086427,61,2020-01-06,2020-04-17,4,3,0.20312085210873632,0.5001500684988616,61
LM,d_psei_30d_vol_log,F_L,1,True,-0.005254596593466049,0.004978056319409451,-1.0555518572536768,0.2911730056798081,0.02154422635403677,0.011457386415646087,-0.022630289914848944,61,2020-01-06,2020-04-17,4,3,0.14292165690882555,0.5297735727662386,61
LM,d_psei_30d_vol_log,F_L,3,True,-0.010206945123045211,0.00944350588996638,-1.080842776186541,0.27976705683296854,0.021882313302849822,0.03862648521136103,0.005475674356580362,61,2020-01-06,2020-04-17,4,3,0.19945238081205346,0.5606476075718712,61
LM,d_psei_30d_vol_log,HP_L,0,True,-0.00537768630331434,0.008688673560267039,-0.6189306418307954,0.5359620513575911,0.02097090394121863,0.011951289461852088,-0.022119355729118606,61,2020-01-06,2020-04-17,4,3,0.11550367122067401,0.45870780064979066,61
LM,d_psei_30d_vol_log,HP_L,1,True,0.011604672603636361,0.011556943338903386,1.004129921150717,0.3153159949379579,0.020745145023391344,0.0400752846126895,0.006974432357954585,61,2020-01-06,2020-04-17,4,3,0.1852708613954304,0.595182299237951,61
LM,d_psei_30d_vol_log,HP_L,3,True,-0.005326688560363062,0.007302078422413022,-0.7294756714763988,0.46571074426922165,0.021011479556810698,0.013232828453543677,-0.020793625737713484,61,2020-01-06,2020-04-17,4,3,0.10747405894874251,0.4875354152971272,61
LM,d_psei_30d_vol_log,H_L,0,True,0.0004327791605394734,0.0068044624817774225,0.0636022553873242,0.9492869358411462,0.021012280674119796,0.0040790105370668295,-0.03026309254786197,61,2020-01-06,2020-04-17,4,3,0.11417964236805685,0.4794610159177941,61
LM,d_psei_30d_vol_log,H_L,1,True,0.011024346052145893,0.008856429462041349,1.2447844923731661,0.21321097798365174,0.02073567590129758,0.04093069600535948,0.007859340695199446,61,2020-01-06,2020-04-17,4,3,0.1384795048271426,0.5165863222347885,61
LM,d_psei_30d_vol_log,H_L,3,True,-0.0027475845303277986,0.00610365235278745,-0.4501541653290618,0.6525992829164657,0.021001551452358054,0.006444493422090303,-0.02781604128749282,61,2020-01-06,2020-04-17,4,3,0.11034930058502417,0.486619055699003,61
LM,cds_logdiff,F_L,0,False,-0.020961033902241997,0.013669662857222972,-1.533398015823507,0.12517781733542616,0.011094596073821694,0.033074618228510766,0.020182279804890846,77,2020-01-02,2020-04-17,4,3,0.09391042841307974,0.298997933152024,77
LM,cds_logdiff,F_L,1,False,0.007402668049621614,0.00740832601262173,0.9992362697064795,0.3176802497454638,0.011723135559373566,0.004455614987509238,-0.00881831014599066,77,2020-01-02,2020-04-17,4,3,0.05910463068004859,0.20543634788112514,77
LM,cds_logdiff,HP_L,0,False,-0.02108232661990792,0.011675957163235863,-1.8056187021899954,0.07097791931280692,0.011548541833824835,0.035918608055117596,0.023064189495852427,77,2020-01-02,2020-04-17,4,3,0.038575686241973633,0.13864196238165433,77
LM,cds_logdiff,HP_L,1,False,0.0123798747364327,0.015299661596702933,0.8091600365265958,0.41842309870477945,0.011742550963736451,0.012468454494318104,-0.0006986327790909908,77,2020-01-02,2020-04-17,4,3,0.09279257457681417,0.2872020585080435,77
LM,cds_logdiff,H_L,0,False,-0.013088001309417922,0.00892600363780788,-1.4662778372597862,0.14257261074820549,0.011805908114440168,0.013910691549708809,0.0007628341037048125,77,2020-01-02,2020-04-17,4,3,0.05028059487676087,0.1776295521494976,77
LM,cds_logdiff,H_L,1,False,0.012603722346551716,0.014170387087431744,0.889440935437144,0.3737661531566203,0.011686139730948385,0.01290276648497346,-0.00025852996189357214,77,2020-01-02,2020-04-17,4,3,0.07201858687509724,0.2512971410957385,77
LM,cds_logdiff,F_L,0,True,-0.023595240274778446,0.016092723917521104,-1.4662054973234773,0.14259231141889342,0.012733155256641296,0.05321322392657468,0.027273860198535504,76,2020-01-03,2020-04-17,4,3,0.30349481426316693,0.6641194678728921,76
LM,cds_logdiff,F_L,1,True,0.0067424536936320405,0.007863518950565876,0.8574346594722505,0.39120471131595014,0.01361671361253467,0.016831753794462667,-0.01010436253993574,76,2020-01-03,2020-04-17,4,3,0.14660456323859108,0.4061875822122008,76
LM,cds_logdiff,HP_L,0,True,-0.022598197149045235,0.011899486242599639,-1.8990901529970832,0.05755262358439256,0.01357061895671316,0.05439232003109795,0.028485260305922466,76,2020-01-03,2020-04-17,4,3,0.12087837749120693,0.35579121245959755,76
LM,cds_logdiff,HP_L,1,True,0.010663639428765932,0.014515702929358963,0.7346278358451398,0.4625661806044382,0.013430696932653145,0.022389485242271467,-0.004394364477118495,76,2020-01-03,2020-04-17,4,3,0.20883196028496157,0.5184069219860269,76
LM,cds_logdiff,H_L,0,True,-0.015644195240093455,0.009149969140667437,-1.7097538799953047,0.08731139471086571,0.01401389834286991,0.03288317279985031,0.006386821369709139,76,2020-01-03,2020-04-17,4,3,0.15153476149587397,0.41341060264122487,76
LM,cds_logdiff,H_L,1,True,0.011095518049013424,0.013621066201828217,0.8145851348644195,0.4153098222075571,0.01330320313659862,0.023368795265336972,-0.0033882240424620846,76,2020-01-03,2020-04-17,4,3,0.1858356220761368,0.4960065871760364,76
LM,fx_ret,F_L,0,False,0.00018519481837402202,0.00038490633762043456,0.48114255410532397,0.6304151856473104,0.00019020496540457252,0.003149125997800706,-0.012187041294540846,67,2020-01-03,2020-04-17,4,3,0.10274784873231298,0.2147700318727048,67
LM,fx_ret,F_L,1,False,0.00038226761768764023,0.0002948116589195629,1.296650271867094,0.19475154677081785,0.00017680193820396236,0.01427683972649918,-0.0008881319700162482,67,2020-01-03,2020-04-17,4,3,0.16316535908810775,0.2921049718489523,67
LM,fx_ret,HP_L,0,False,-0.00027083081628624786,0.00027252661925853446,-0.9937774776757573,0.3203312133268509,0.00018988394155525397,0.006463460622232908,-0.008821716906655785,67,2020-01-03,2020-04-17,4,3,0.18309029930534945,0.26457033279706915,67
LM,fx_ret,HP_L,1,False,0.0004794614952358777,0.00043598193810012845,1.0997278862634068,0.27145070077707023,0.00018106651444554234,0.020525841917909404,0.005457008716646561,67,2020-01-03,2020-04-17,4,3,0.20216252809469015,0.3514187226098315,67
LM,fx_ret,H_L,0,False,-0.0004162240471544792,0.00021568684323326407,-1.9297609483965386,0.0536364642405736,0.00019335326887028666,0.01710420130255841,0.001982727476444013,67,2020-01-03,2020-04-17,4,3,0.28624346616864327,0.28733527357422334,67
LM,fx_ret,H_L,1,False,0.00046301779918711994,0.00034925764593177856,1.3257198649204733,0.18493250495800784,0.00016640794870791925,0.02108861573532439,0.006028440592790951,67,2020-01-03,2020-04-17,4,3,0.2053993662381852,0.36814830393816594,67
LM,d_vix_log,F_L,0,False,-0.004922881505025664,0.01494517621764343,-0.3293960160345241,0.7418563786762413,0.013944619336032906,0.001432848620901761,-0.013251962428790787,70,2020-01-03,2020-04-17,4,3,0.17645521973782743,0.06710702668459419,70
LM,d_vix_log,F_L,1,False,-0.003317771771841594,0.0163731524063894,-0.20263487992372675,0.8394204252925594,0.013919529239103208,0.0005739339613088923,-0.014123508186318912,70,2020-01-03,2020-04-17,4,3,0.18324373738789848,0.07606056279233456,70
LM,d_vix_log,HP_L,0,False,-0.000983798765128581,0.012479063093242013,-0.07883594768114871,0.9371631109014786,0.014104028990007839,6.647593597841617e-05,-0.014638428829668815,70,2020-01-03,2020-04-17,4,3,0.16812437606933464,0.0694809390737741,70
LM,d_vix_log,HP_L,1,False,0.019322210287741805,0.0143751869786326,1.3441362756854922,0.17890432352510954,0.014042486428878667,0.024909878814904363,0.010570318209241258,70,2020-01-03,2020-04-17,4,3,0.21078540868617018,0.08548473417198085,70
LM,d_vix_log,H_L,0,False,-0.005891995835712813,0.0082940584407371,-0.7103875476417775,0.47746384298251,0.013941294190628258,0.002357692429607594,-0.01231351797583935,70,2020-01-03,2020-04-17,4,3,0.18175857946529517,0.06864459293051024,70
LM,d_vix_log,H_L,1,False,0.025300936695785203,0.013234906528097803,1.9116823108702077,0.05591695456151003,0.013544064823717204,0.044121588922468535,0.03006455346544601,70,2020-01-03,2020-04-17,4,3,0.2291489115936825,0.11552417426335315,70
LM,d_vix_log,F_L,0,True,-0.017323280732797826,0.018380811208885888,-0.9424655166700794,0.3459543578100128,0.017653440615869785,0.05554253727350056,0.025559760679008448,66,2020-01-06,2020-04-17,4,3,0.6494992683064114,0.5417085571566504,66
LM,d_vix_log,F_L,1,True,-0.009014750648600502,0.018636345376803705,-0.4837188014244996,0.628585448047702,0.01787768049958328,0.043865888786259855,0.013512424938204481,66,2020-01-06,2020-04-17,4,3,0.6364056342888447,0.5117424119103791,66
LM,d_vix_log,HP_L,0,True,-0.007915673754018731,0.01442917090694059,-0.548588259510545,0.5832880447236848,0.01824854492451818,0.04365838161724267,0.013298330240012146,66,2020-01-06,2020-04-17,4,3,0.5124701428012503,0.4590593026381654,66
LM,d_vix_log,HP_L,1,True,0.019879742219855844,0.014959660006724112,1.328889975502133,0.1838842715676826,0.018378582080014864,0.06656570075914259,0.036932865862607356,66,2020-01-06,2020-04-17,4,3,0.3006496749856381,0.23900822369638813,66
LM,d_vix_log,H_L,0,True,-0.010822439602387247,0.01045304447986911,-1.0353385201057486,0.30051084649818605,0.01811880805906284,0.04697566503791417,0.016720924245466895,66,2020-01-06,2020-04-17,4,3,0.5128393939674756,0.47149092630270306,66
LM,d_vix_log,H_L,1,True,0.027304472526633733,0.013699593711669565,1.9930862988568254,0.04625199802990796,0.018178663716897192,0.0903946799151979,0.06151832054742634,66,2020-01-06,2020-04-17,4,3,0.32951809222089273,0.26975936367295067,66
